trade_id,quantity,price,symbol,direction,maturity
F04KO,511,865.474986143814,JPM,SELL,30
KXABG,794,741.6045653982485,AMZN,BUY,1
YCSYR,461,951.5695906808505,MSFT,SELL,30
ST2I6,512,238.10664632432795,GOOG,BUY,5
RNNV3,7,691.2868104834738,TSLA,SELL,10
P2HPN,396,933.2945597424094,AAPL,BUY,30
RSVG6,351,519.4125400624431,JPM,BUY,10
9ZR16,614,173.67399304588616,AMZN,SELL,20
L0XB4,19,702.9935914333557,JPM,BUY,20
L5DXO,760,348.4318003877648,GOOG,SELL,5
JFGNG,59,989.0537326071862,AMZN,BUY,5
Y5CSL,392,760.7152732342922,GOOG,BUY,30
8SHJX,39,401.73658541980177,AAPL,BUY,5
W1NQL,224,231.43526494564378,META,SELL,5
3F2FI,30,650.7770214290957,MSFT,BUY,5
E9OPP,659,800.0221191388555,GOOG,SELL,20
S92X9,18,716.3719688310576,AMZN,BUY,20
GHWBS,978,272.09980814159746,NVDA,BUY,1
FY6CA,398,679.1089684262489,JPM,SELL,20
BXLA1,173,172.32245053600977,NVDA,BUY,20
9I672,734,426.1850718479693,MSFT,BUY,20
4NXY5,710,589.9875651086056,META,BUY,20
871ZO,11,685.060857208301,BRK.A,SELL,10
1BBZX,536,285.20999043521624,MSFT,SELL,30
1BPWK,26,232.16505519089708,V,BUY,20
1IHEH,206,701.3513724561215,JPM,BUY,20
0U4WY,156,187.9169186731075,MSFT,BUY,10
RNHVQ,286,888.8920784302958,AAPL,SELL,20
0JTJA,393,505.7958547711062,JPM,BUY,10
IJZ57,63,834.9162249349488,TSLA,BUY,5
GC1HK,27,624.9699269372879,V,BUY,5
R070L,424,931.9310563652522,JPM,BUY,20
YY4EI,766,692.7955044304938,NVDA,SELL,1
AZ75R,287,441.1940965042823,MSFT,SELL,30
ZU6B6,946,272.7367736610048,V,SELL,10
525OL,803,949.548404435706,TSLA,BUY,30
MGNA2,99,952.7443584350902,TSLA,SELL,30
2GEFU,90,346.5999531446697,V,BUY,10
A5A58,378,132.47888427321038,NVDA,BUY,30
VEVSM,53,728.8099859914571,META,SELL,5
162LY,1000,211.2416340214677,AAPL,BUY,10
6HNS0,174,673.9619329161338,TSLA,BUY,1
9V3YA,269,349.0175087781111,AAPL,SELL,20
18KFP,533,271.1734243740176,AMZN,SELL,20
ABBDZ,566,536.1976950086851,AMZN,BUY,30
VHPHW,6,803.3167838949421,AMZN,SELL,5
7VZQV,960,540.1290826377101,MSFT,SELL,10
V0GRP,439,881.2679913233108,JPM,SELL,30
SOAJO,533,519.8180199620791,NVDA,BUY,1
9DFH9,862,370.69868967547393,BRK.A,SELL,30
U11HN,121,888.4979357083785,GOOG,SELL,20
ZH9GJ,147,122.81976257959168,META,SELL,30
PMD1G,61,424.87103876084495,MSFT,BUY,5
WXZRY,755,402.89452457608576,META,BUY,30
VU2YX,80,301.23248211139514,NVDA,SELL,1
406YM,607,221.28910267198873,JPM,BUY,10
G2PX3,420,353.586254356949,JPM,SELL,1
FZJBM,788,891.0502771372946,TSLA,SELL,10
OMB16,15,982.9895172283159,JPM,BUY,1
17VWS,32,568.2922460756615,NVDA,SELL,20
KS43Z,369,945.2716685652225,GOOG,BUY,1
OF11R,343,478.9327463003069,NVDA,BUY,30
9RVKI,203,997.8639033609387,TSLA,SELL,20
QAA1Y,637,818.6581139281469,AMZN,BUY,10
9292J,154,213.3161414059449,NVDA,BUY,10
Q6Q6L,39,932.5327758267805,AAPL,SELL,30
61LC6,880,773.6555421144428,V,SELL,1
RBUHU,489,128.21173273895437,BRK.A,BUY,10
XV36X,160,315.54103821895376,BRK.A,SELL,5
R2DB7,497,207.46306453560163,V,BUY,1
54T6B,193,683.3670826639477,V,BUY,1
96H70,92,500.3128295010028,META,SELL,1
RTAFA,938,318.46936966030916,JPM,SELL,1
6688H,465,740.4644744027917,TSLA,SELL,30
Q8TMC,780,264.40896399601786,MSFT,SELL,5
H7OQ1,727,626.3078267219884,V,SELL,5
30X3H,778,256.54532190856366,META,SELL,1
49ZSD,559,889.2244055076887,TSLA,BUY,1
T8I4W,753,949.7857184102211,V,SELL,5
ZCL78,608,725.9031143963488,META,SELL,20
J3OOC,869,708.0487816805304,GOOG,SELL,10
9O1FO,958,492.3055344071755,META,BUY,30
L6ZEB,731,158.00041191494643,NVDA,BUY,30
3TSKJ,104,309.94711866158207,AAPL,BUY,30
FR6B0,67,553.0956252554389,MSFT,BUY,30
95NAX,219,835.2259046422841,AMZN,SELL,20
WTQTF,710,875.7921385637527,NVDA,SELL,5
B9O5W,253,760.5658691228763,MSFT,BUY,10
AT38D,993,886.0167242449805,NVDA,SELL,20
J4TYW,207,609.6808013002598,TSLA,BUY,30
DQMKM,428,458.8227518190767,JPM,BUY,1
URQ92,694,135.07227466462538,META,SELL,30
06ETH,643,105.00955808220239,GOOG,SELL,1
276GI,674,865.7044711722267,TSLA,BUY,20
XBPDE,838,751.5908614425779,GOOG,BUY,5
14UM9,114,871.4869498917806,META,SELL,10
E21PJ,169,436.42245570506964,GOOG,SELL,1
HVP8P,136,930.7743438116779,AAPL,BUY,20
AUL3N,682,501.96833006700723,GOOG,BUY,1
Z48HZ,561,169.21789468970343,BRK.A,BUY,5
Z52PO,195,463.795415975309,JPM,SELL,20
JYHKR,811,652.4867196653324,GOOG,SELL,30
D5X46,896,776.0620319956225,NVDA,BUY,30
GPX0F,808,397.0011541620498,AAPL,SELL,20
Q5RVZ,965,335.22873030797086,TSLA,SELL,1
QY41D,23,365.324850625065,V,BUY,1
XTYO2,199,171.75441123709055,NVDA,SELL,5
SSUGK,705,486.1165112822281,NVDA,BUY,10
M8KQ3,198,964.8617882612805,MSFT,BUY,10
6OB1N,122,230.1947751273803,AMZN,BUY,1
GMBUY,947,915.7075578783287,MSFT,BUY,20
D58K4,430,974.1325855445032,GOOG,BUY,30
TB86V,470,383.03044807054556,GOOG,SELL,20
XC2NU,859,381.7794983152811,BRK.A,BUY,10
BAW8I,337,978.2045164593202,AAPL,SELL,10
4PLNV,544,275.84371126789665,V,SELL,1
YEAGS,666,929.4521305975782,META,BUY,10
SS7FB,154,124.32974442058439,JPM,BUY,30
PX8Z5,873,999.9886826405143,NVDA,BUY,10
R3A62,973,584.8602890404399,AAPL,SELL,30
T3TNJ,261,761.5354048289654,MSFT,SELL,5
J7BJZ,362,496.09635190995647,BRK.A,BUY,30
MY3VK,352,714.8992046685322,NVDA,BUY,10
XXS4T,364,587.7828485057169,JPM,BUY,1
TDSNH,142,721.4466351205738,AAPL,BUY,20
EMOKR,196,685.2518102330567,JPM,SELL,1
795B9,435,860.3714153291296,MSFT,SELL,5
R8FM1,973,675.0169790137245,NVDA,BUY,30
V7GIE,335,838.7531540742756,TSLA,BUY,5
X7WM0,320,848.4838358983787,MSFT,BUY,5
4NYKJ,863,442.32412154680924,AMZN,SELL,30
41EU6,45,449.1587731290631,AAPL,BUY,5
8CUWY,446,591.4690791919315,NVDA,BUY,10
XHAVP,571,187.324245843595,JPM,SELL,20
41W41,711,845.911093354418,JPM,BUY,20
4G3ED,52,787.2101188940554,MSFT,SELL,30
AEAYD,962,364.8183208403007,NVDA,BUY,30
KE6X1,257,354.4710430160475,V,BUY,10
CJYQC,948,712.0423303813757,META,BUY,5
3XCI4,757,148.36867283274864,AAPL,BUY,10
P6OGZ,383,975.4082856131696,V,BUY,10
PXUSL,542,784.5089519860336,TSLA,SELL,20
4WQHA,454,881.4416392953063,GOOG,SELL,5
VD97E,403,770.0284209073393,AMZN,SELL,30
W6QQ0,337,167.57578002584398,JPM,BUY,10
WULWF,457,826.1006958274488,AAPL,SELL,30
QUN0F,548,820.1285924381647,V,BUY,10
AWQR8,903,459.7812291891634,META,BUY,5
C048I,182,217.95211409452887,BRK.A,SELL,1
ZR952,528,133.54025903326703,AAPL,SELL,5
ABBPO,734,771.0688555958956,JPM,BUY,1
F71EQ,628,795.0992570322861,MSFT,BUY,5
K4SUG,155,789.785901620315,TSLA,BUY,10
LZAEW,6,168.8853167731002,TSLA,BUY,20
FPM0O,287,644.2741909621152,TSLA,SELL,20
X9IIN,76,293.5659228432652,JPM,BUY,10
L8H52,631,123.23997223217863,GOOG,BUY,1
IN7AW,742,772.2475348015939,BRK.A,SELL,1
ZA0IO,787,354.7052221162973,MSFT,BUY,5
IBKM0,781,950.5013082477092,BRK.A,BUY,5
ZFNXW,831,749.5531278413862,JPM,BUY,1
H5UKK,670,403.02440037574,NVDA,SELL,30
GMD1U,17,475.93608373286537,AMZN,BUY,20
ZZNM9,405,242.82098563261272,AMZN,SELL,10
UOQCL,37,310.5938265986088,AMZN,SELL,1
GLEX6,101,286.9958774209639,AAPL,BUY,10
KVCUB,882,426.8973460529087,META,BUY,10
XRVT7,996,353.46680533910137,GOOG,BUY,5
OEZUG,48,440.51403993925766,V,SELL,1
06EBV,897,789.7872880705941,AMZN,BUY,1
2L1UJ,255,754.5406726923743,AMZN,BUY,10
F5YGO,573,413.67967853729397,META,BUY,30
VAMNY,254,394.32773660498407,AAPL,SELL,20
LF63J,432,875.4463729782424,BRK.A,SELL,5
TK3CN,178,227.2267903694915,AMZN,BUY,20
B5RJK,846,889.1945245453677,GOOG,SELL,1
W0BFY,565,155.38219701335325,AAPL,SELL,20
SQ35S,152,210.10531846726627,JPM,BUY,1
VNY66,775,431.3375117466385,TSLA,SELL,10
TQ4RV,130,386.0068073050793,AAPL,BUY,30
3HYF6,132,416.920258218562,GOOG,SELL,20
JW7AW,317,315.4680621286017,BRK.A,SELL,1
QTZO6,358,198.31759289649722,BRK.A,SELL,1
TOZUM,972,586.46328875358,AMZN,BUY,30
VMHTC,395,743.5380198167419,TSLA,SELL,5
DVW8M,628,310.9946092055604,BRK.A,SELL,1
CS4MI,637,476.33739818355775,NVDA,SELL,5
I089W,9,135.09710298537314,JPM,SELL,20
3IDQL,712,724.1901791856752,GOOG,BUY,30
SXSAJ,766,131.2647162467289,AAPL,SELL,1
BBPYL,318,337.7350500069312,BRK.A,SELL,1
X53EG,591,492.0419437435757,BRK.A,SELL,1
29908,696,620.2264601494088,JPM,SELL,30
1U831,94,898.975246448992,META,SELL,30
DZ6PT,911,755.0856950193444,TSLA,SELL,10
J1612,929,572.9180629261559,NVDA,BUY,30
4OBNO,38,991.8084908942185,TSLA,BUY,20
LJK96,713,286.1387057319795,META,SELL,10
LPBMC,730,556.3598420101396,AMZN,SELL,5
DTM9R,418,947.660492984233,AMZN,SELL,5
GLEUO,890,449.6111003061129,BRK.A,BUY,1
I8EJ9,104,397.823764925986,JPM,SELL,5
B5N50,837,845.8968720594644,AAPL,BUY,1
FWM0S,66,188.86913468938462,GOOG,BUY,10
N93I0,411,122.69528645999432,BRK.A,BUY,5
JS2CY,460,958.3722092594171,BRK.A,SELL,10
Q5IG1,240,853.3796749570143,AAPL,BUY,20
AWD4G,840,809.0675558402008,BRK.A,BUY,20
113NV,906,697.1118255360246,BRK.A,BUY,20
U72CT,344,147.33417386769287,TSLA,SELL,5
TKBBF,898,611.469936484181,V,SELL,1
5JHHF,9,990.7800159290109,V,BUY,10
HJXLH,242,450.65589505985076,BRK.A,SELL,10
LAC68,26,652.9652232240062,TSLA,BUY,10
K6P85,192,471.15529224461335,AAPL,BUY,10
BL2E4,109,398.66511089185906,MSFT,SELL,1
VYYJQ,821,513.3195442989556,JPM,SELL,10
RECA0,631,983.4933343533687,BRK.A,BUY,30
SAUWG,687,717.9581823710198,BRK.A,SELL,30
9TSVA,149,907.5570189703894,MSFT,BUY,20
4U0LB,820,108.01033867743122,GOOG,BUY,1
6UQHQ,70,327.85682763872757,MSFT,BUY,5
OPBEA,117,718.4169366141857,MSFT,BUY,10
4WHP1,299,949.1287035055335,BRK.A,BUY,20
2NFDM,309,651.247176747866,TSLA,SELL,5
CV2HE,820,178.57463164484759,META,BUY,1
P46LN,826,278.9607777943281,AAPL,BUY,5
LMOIT,490,411.7188670110437,NVDA,BUY,20
NKGO9,100,228.1552150008206,V,BUY,30
TZFU8,778,459.5316805252233,TSLA,BUY,20
IKOLT,134,524.7917673998626,AMZN,SELL,5
XNOUZ,751,762.3283692218591,META,BUY,1
ITTWF,657,299.7587441242371,META,SELL,1
MLUEV,911,988.9978051176219,AAPL,SELL,30
XYSXL,924,970.7957590262907,META,BUY,5
ND38I,639,366.9021075136051,GOOG,SELL,5
SAO11,976,820.2137651303652,GOOG,BUY,20
SH3EF,900,505.7771941219174,TSLA,SELL,1
OVT3F,858,870.9449177433617,BRK.A,BUY,20
LE2PG,532,882.0810365811625,V,SELL,5
2AJGJ,831,247.87507564235293,GOOG,SELL,20
UAJCX,732,386.4687539368943,BRK.A,SELL,10
IUW8P,41,519.8381977205166,AMZN,BUY,1
VM5IP,173,931.9410591804134,NVDA,SELL,10
WV6HP,498,574.4231593028795,BRK.A,SELL,5
HY9EG,407,674.0046063698129,NVDA,BUY,1
FV9PW,724,849.9407515056212,TSLA,SELL,1
VJTSL,701,483.240562466371,AAPL,SELL,10
PURJW,950,470.29649027667506,AMZN,SELL,20
FSGIW,874,445.15063281308267,V,SELL,30
YFDY7,746,874.3783681463163,BRK.A,BUY,10
UZ2CS,694,352.224032352172,AMZN,BUY,1
HZDQB,650,334.7126546543567,GOOG,SELL,1
B9A9K,158,302.1759746089017,JPM,SELL,30
JGWA8,364,792.4269815515914,GOOG,BUY,20
LWUHW,841,221.9327543413434,GOOG,BUY,30
F3BU2,162,854.6715253064594,BRK.A,BUY,20
1Q0VV,152,113.74588118776109,BRK.A,SELL,20
66V31,248,525.5782872934269,V,SELL,20
54JZN,299,743.8384468664846,MSFT,BUY,20
QKLXF,663,257.15944475063094,JPM,SELL,5
1GRYC,97,467.3623131422422,NVDA,SELL,5
OJDME,8,983.334404304136,TSLA,BUY,1
LJWIO,433,796.5010238717781,BRK.A,BUY,30
IZCFK,315,565.2982022289087,BRK.A,BUY,10
XHC16,151,295.0421150470198,TSLA,SELL,5
2JQDX,291,177.79100916452327,META,SELL,1
9KCT1,311,160.04435631337498,MSFT,BUY,30
A5B87,34,282.7710632500662,AMZN,SELL,30
UNNAS,790,947.4552710991436,JPM,BUY,10
DUSRV,1,499.772754248804,AMZN,SELL,1
UFBT5,866,840.4660400689519,TSLA,BUY,20
6DX2Z,529,378.09368856796766,AAPL,BUY,10
KVKB2,630,706.7262694251526,MSFT,BUY,30
JUKAO,757,284.23474987769526,NVDA,SELL,5
5KA0Q,938,713.350135021742,AAPL,SELL,5
N60N9,569,416.229137057815,META,SELL,1
TCJ2O,358,616.8298561126741,META,BUY,10
0DR2P,904,935.9725101522158,NVDA,BUY,5
A7JIE,185,663.646925050281,JPM,BUY,30
PSBGS,42,932.3660016696847,META,BUY,10
AIDJD,220,301.1312059352944,BRK.A,BUY,20
AN57J,528,701.4944868640417,NVDA,SELL,5
JR9CQ,777,834.1380918816357,JPM,SELL,20
92EYY,218,155.914249032038,TSLA,BUY,30
U71HB,140,601.7251330219184,V,SELL,10
OM0WG,476,929.757190087823,AMZN,BUY,10
N1RW0,646,208.7564667348609,TSLA,SELL,30
8RUHR,860,789.6380612994284,V,SELL,10
4T513,122,763.2652173350817,GOOG,SELL,20
70850,593,633.7583882318736,JPM,SELL,20
JTP5V,376,434.67140070851474,MSFT,BUY,1
KG7D2,837,830.4542376575569,AAPL,SELL,1
VA0E4,867,667.6839713546693,AMZN,BUY,30
9B8CZ,805,386.97913016619,AMZN,BUY,30
Y193M,900,497.24226127326614,AMZN,BUY,30
JTH7G,653,411.8875887926518,V,SELL,5
97EYJ,752,494.0447056384048,GOOG,BUY,20
726ZL,794,650.3605099898766,GOOG,SELL,5
KQ797,844,172.72144329745333,BRK.A,SELL,20
YNDR5,335,292.7033225149408,AAPL,BUY,5
HPNYC,133,963.8683203546559,JPM,BUY,20
RG8YW,384,733.2476158448577,MSFT,SELL,10
MFOVU,773,923.8585379821798,BRK.A,BUY,1
OX4EZ,796,987.9314502989623,META,BUY,20
02R9D,792,169.2745341005412,NVDA,BUY,10
PBVTN,596,629.4667458824578,AAPL,BUY,10
GZMUL,295,679.6102083150352,NVDA,BUY,1
YLKNH,608,752.4891090103895,META,BUY,10
7KN80,844,120.65382075579024,NVDA,SELL,1
A8M2H,400,197.56269776665363,TSLA,SELL,5
XJFAG,314,744.884349031772,AAPL,BUY,10
ZYNC6,805,372.6982768914901,AMZN,BUY,5
3PCD7,211,649.5719291351159,META,BUY,20
BGVN9,859,616.0911548744331,MSFT,BUY,30
ICCW6,423,510.72445278681084,GOOG,SELL,20
IWF3D,995,794.3037876601583,V,BUY,10
NT0UX,803,715.5870875965462,MSFT,BUY,20
E0LKX,255,298.4808853674357,GOOG,BUY,10
ZH8UO,316,528.6490934554963,AAPL,BUY,30
YRODF,367,513.653786454368,V,SELL,1
JPKZ4,472,173.4452150656876,AAPL,SELL,5
CHJRS,932,498.6916437617481,NVDA,BUY,10
GE8YP,192,894.5173737863021,TSLA,BUY,30
7SL3L,846,544.7831881895952,BRK.A,SELL,20
OJ209,293,277.33414966899517,GOOG,BUY,10
UB2YK,898,543.9735930151177,NVDA,SELL,1
X2AO8,715,356.21673378658187,GOOG,BUY,5
5S5H2,208,677.9108589146742,GOOG,SELL,5
TZ05Q,561,220.41148641857177,AAPL,BUY,5
KMDXD,692,210.35715284134022,META,SELL,1
9KSOP,107,615.8826237760975,JPM,SELL,5
UHYH3,740,238.3293926423035,BRK.A,BUY,10
QS7SA,60,672.3411106136143,TSLA,BUY,5
W5XSO,880,795.5656947152548,TSLA,SELL,30
9JOIW,599,506.5647157985199,JPM,SELL,5
6HZBQ,218,792.1458815742529,META,SELL,20
4SHQO,904,248.0359051386742,AAPL,SELL,30
HF7GN,192,880.7225216834453,V,SELL,30
RDHQ5,977,860.6819520944284,GOOG,SELL,30
IYZ19,909,661.0894414080868,TSLA,BUY,10
DKJM6,815,804.3563534295955,JPM,BUY,5
80UTJ,139,482.9706593236955,BRK.A,BUY,10
NFXUV,811,595.1042211188009,GOOG,BUY,10
ZZ8YI,987,646.8169597538213,GOOG,SELL,1
B9SMB,630,489.6222640728898,JPM,BUY,20
QY0Q3,390,579.4212349099878,BRK.A,SELL,10
MCRLQ,789,135.1130022575282,BRK.A,SELL,20
ZJX4H,231,708.2342103084358,MSFT,BUY,20
G050U,808,643.1729156844631,AAPL,BUY,5
8KT0Z,406,843.6430097739382,GOOG,SELL,5
2XPMR,964,377.1877823449586,TSLA,BUY,30
QW278,950,993.5671557345604,BRK.A,BUY,5
YKY8K,875,607.93444847824,GOOG,BUY,1
MFYNY,230,194.939727956311,BRK.A,BUY,10
9X3I3,251,106.08140421334377,TSLA,SELL,10
ZMRDF,391,152.0338153650936,AMZN,SELL,20
ARJWY,801,833.4447376760022,BRK.A,SELL,5
MF8QH,744,683.6980986523014,TSLA,SELL,30
XRKCJ,947,545.2257932377845,AMZN,SELL,30
7Y8K9,459,732.0948925821837,JPM,BUY,30
SO4HA,6,102.86495408849679,JPM,BUY,1
LD9D8,759,259.3441496836475,GOOG,SELL,30
L378O,921,522.6991387498654,JPM,BUY,5
C1EDE,210,625.4623965207295,JPM,BUY,20
TMNY1,324,648.5248802018923,AMZN,BUY,10
K25I3,866,386.89294814392775,BRK.A,SELL,5
NE5OF,167,858.187146346613,JPM,SELL,5
9I3ZU,807,182.76405129767772,AAPL,BUY,10
WCQ83,187,534.789605805975,NVDA,BUY,5
M4IQU,212,492.80286576461975,GOOG,SELL,5
NSFAS,740,709.9927783590028,AAPL,BUY,5
GRJFQ,46,746.2380490732221,V,BUY,1
JQAQB,350,927.2231892903616,AAPL,BUY,10
MYINW,203,542.8583103149115,AMZN,BUY,20
2NC2Z,274,407.5019091528547,BRK.A,BUY,10
DTQYZ,350,249.54702797081515,V,SELL,1
3O3AX,403,867.8103949177224,GOOG,BUY,1
I5SQ8,352,674.2142059701174,BRK.A,BUY,30
NPTZ0,239,518.2983934805914,V,BUY,30
DRZAL,891,924.0501774844291,MSFT,SELL,5
HW0G6,167,897.4309904720567,AAPL,SELL,30
546WP,309,589.4961377196829,AAPL,BUY,20
G6Q6X,152,193.2204829638821,NVDA,BUY,10
DOAGP,968,699.3913030331606,JPM,SELL,10
5AWGN,936,524.6309581567383,JPM,BUY,20
U527R,199,554.9837431720149,JPM,BUY,30
JBTFF,630,603.8083509311032,AMZN,SELL,1
4DZ85,406,230.71538699125978,AAPL,BUY,1
H0LTK,21,193.58990945035333,AMZN,BUY,5
WS6F0,805,417.52974834323953,V,BUY,20
43C1H,143,821.5312331819964,META,BUY,10
LUE5Q,911,833.604531157846,MSFT,BUY,10
6OM4K,1,878.125876793937,TSLA,BUY,30
KDQXQ,728,655.4537205807716,JPM,SELL,5
4P47X,944,491.58213971828513,JPM,BUY,20
U21R3,841,590.7124964463014,AAPL,BUY,30
9PJT7,924,102.09188601468473,TSLA,BUY,10
Y5DYB,439,249.70000765823696,NVDA,BUY,10
18XQ6,545,336.4830470984066,V,BUY,30
KVEXZ,536,160.06278175908744,BRK.A,SELL,5
XPSUZ,435,129.28429216916896,V,SELL,30
QZOIL,910,174.58706667113955,NVDA,BUY,10
CL3BN,410,838.1769842117408,GOOG,BUY,10
ZQ5XD,550,498.1901437943855,MSFT,SELL,1
KDKHX,970,504.6924331323492,NVDA,BUY,10
YDFTC,630,448.53776148125223,MSFT,BUY,1
79DDP,831,590.8480645229545,NVDA,SELL,20
KEI4Z,466,652.2470494888307,JPM,SELL,20
U60N0,379,540.5151799147674,AAPL,SELL,5
USIR7,822,330.40398501744016,MSFT,BUY,10
WX8EO,269,650.504660614746,V,BUY,5
YDSQY,845,555.1976721537014,TSLA,BUY,5
K1YSN,841,967.7893498339128,AMZN,BUY,10
W21XO,557,274.6537000813829,AMZN,SELL,5
BETJA,380,667.2201888987682,TSLA,BUY,1
5CJI1,293,960.6298427768264,AAPL,SELL,20
FYKA0,747,774.4543649539181,META,BUY,10
2PYHO,775,228.85391128865734,AAPL,BUY,1
OVO36,45,577.4551983836371,MSFT,SELL,1
1MTCE,694,302.50200173895337,AMZN,SELL,30
HTONO,522,915.2451848008773,MSFT,SELL,1
KRB0J,958,855.5879129609025,MSFT,SELL,30
XJRHZ,937,273.4743089217203,V,SELL,10
LX9F9,725,815.9179312950353,BRK.A,SELL,20
N9ZC6,966,881.5143058745288,TSLA,SELL,1
X6U2X,15,677.9826030036053,TSLA,SELL,5
56KF0,272,226.9096600997883,V,BUY,20
A77GW,513,973.7193738077051,NVDA,BUY,1
X73F7,864,483.47812985355176,TSLA,SELL,20
46LQX,851,379.8786452767866,MSFT,BUY,30
CJWHI,852,319.3513067220225,GOOG,BUY,30
8S1NR,37,850.7281686400214,MSFT,SELL,10
E4I0D,644,111.8935084987385,BRK.A,BUY,1
M2US7,966,121.40067811900965,TSLA,BUY,1
QSIHG,37,507.4150134371258,AAPL,BUY,1
E3B7W,171,280.2004266406349,MSFT,BUY,20
OBWTA,77,486.8921205891876,NVDA,BUY,1
U7E4V,762,217.1213321471492,GOOG,SELL,10
KLSWS,12,383.32002174988736,AMZN,SELL,5
TD0LH,999,882.8326125586898,AMZN,BUY,1
BWLPW,929,567.608184889669,AMZN,BUY,5
NC5Y0,12,255.04609232129317,NVDA,BUY,10
FKZCL,419,608.9001440086606,GOOG,SELL,5
65F4K,358,935.190010731976,BRK.A,SELL,20
